ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerCertificado	vercertificado	1591037009059	 	3.3.1
REQUEST	1058		MisCursos	1591037130370	1591037133375	OK	 
REQUEST	1145		IniciadoOwner	1591037129089	1591037133506	OK	 
REQUEST	1145		IniciadoOwner Redirect 1	1591037133507	1591037133543	OK	 
REQUEST	1168		IniciadoOwner	1591037129101	1591037133605	OK	 
REQUEST	1065		MisCursos	1591037129280	1591037133605	OK	 
REQUEST	860		MiCertificado	1591037129673	1591037133613	OK	 
REQUEST	1152		IniciadoOwner	1591037129466	1591037133680	OK	 
REQUEST	852		MiCertificado	1591037129529	1591037133681	OK	 
REQUEST	887		MiCertificado	1591037130370	1591037133750	OK	 
REQUEST	1148		IniciadoOwner	1591037129793	1591037133750	OK	 
REQUEST	964		MiCertificado	1591037129793	1591037133751	OK	 
REQUEST	1103		IniciadoOwner Redirect 1	1591037130432	1591037133756	OK	 
REQUEST	1032		MisCursos	1591037129280	1591037133758	OK	 
REQUEST	1041		MisCursos	1591037129280	1591037133760	OK	 
REQUEST	995		MisCursos	1591037129673	1591037133760	OK	 
REQUEST	910		MiCertificado	1591037129793	1591037133767	OK	 
REQUEST	902		MiCertificado	1591037131166	1591037133836	OK	 
REQUEST	1144		IniciadoOwner Redirect 1	1591037133335	1591037133836	OK	 
REQUEST	873		MiCertificado	1591037129878	1591037133897	OK	 
REQUEST	957		MiCertificado	1591037131579	1591037133912	OK	 
REQUEST	1001		MiCertificado	1591037133837	1591037133920	OK	 
REQUEST	1205		IniciadoOwner	1591037129529	1591037133946	OK	 
REQUEST	1097		IniciadoOwner	1591037129359	1591037133947	OK	 
REQUEST	1160		IniciadoOwner	1591037130372	1591037133952	OK	 
REQUEST	1160		IniciadoOwner Redirect 1	1591037133952	1591037133958	OK	 
REQUEST	1232		IniciadoOwner	1591037130371	1591037133959	OK	 
REQUEST	1208		IniciadoOwner	1591037129529	1591037133960	OK	 
REQUEST	1112		IniciadoOwner	1591037129991	1591037133961	OK	 
REQUEST	1169		IniciadoOwner	1591037129465	1591037133961	OK	 
REQUEST	1013		MisCursos	1591037129359	1591037133962	OK	 
REQUEST	1220		IniciadoOwner Redirect 1	1591037130907	1591037133963	OK	 
REQUEST	1012		MisCursos	1591037129466	1591037133996	OK	 
USER	VerCertificado	889	END	1591037078704	1591037134095
USER	VerCertificado	925	END	1591037081462	1591037134095
USER	VerCertificado	868	END	1591037077057	1591037134095
USER	VerCertificado	932	END	1591037081995	1591037134095
USER	VerCertificado	848	END	1591037075519	1591037134096
USER	VerCertificado	818	END	1591037073376	1591037134096
USER	VerCertificado	900	END	1591037079520	1591037134096
USER	VerCertificado	897	END	1591037079289	1591037134096
USER	VerCertificado	786	END	1591037070773	1591037134096
USER	VerCertificado	816	END	1591037073216	1591037134096
USER	VerCertificado	844	END	1591037075239	1591037134097
USER	VerCertificado	882	END	1591037078141	1591037135037
USER	VerCertificado	917	END	1591037080841	1591037135037
USER	VerCertificado	904	END	1591037079872	1591037135225
USER	VerCertificado	878	END	1591037077829	1591037135225
USER	VerCertificado	855	END	1591037076065	1591037135226
USER	VerCertificado	933	END	1591037082058	1591037135393
USER	VerCertificado	946	END	1591037083062	1591037135964
REQUEST	1130		IniciadoOwner Redirect 1	1591037130431	1591037136017	OK	 
REQUEST	935		MiCertificado	1591037129333	1591037136024	OK	 
REQUEST	877		MiCertificado	1591037131450	1591037136025	OK	 
REQUEST	1132		IniciadoOwner	1591037128838	1591037136036	OK	 
REQUEST	867		MiCertificado	1591037131579	1591037136084	OK	 
USER	VerCertificado	953	END	1591037083609	1591037136292
USER	VerCertificado	875	END	1591037077601	1591037136292
USER	VerCertificado	851	END	1591037075761	1591037136292
REQUEST	993		MiCertificado	1591037133837	1591037136332	OK	 
REQUEST	941		MiCertificado	1591037131865	1591037136333	OK	 
REQUEST	915		MiCertificado	1591037131865	1591037136334	OK	 
REQUEST	1170		IniciadoOwner	1591037130088	1591037136334	OK	 
REQUEST	1187		IniciadoOwner	1591037129466	1591037136334	OK	 
REQUEST	1111		IniciadoOwner	1591037129466	1591037136335	OK	 
REQUEST	1134		IniciadoOwner	1591037129583	1591037136335	OK	 
REQUEST	1166		IniciadoOwner	1591037130578	1591037136400	OK	 
REQUEST	1158		IniciadoOwner	1591037130137	1591037136400	OK	 
REQUEST	1020		MisCursos	1591037129465	1591037136400	OK	 
REQUEST	963		MiCertificado	1591037129876	1591037136400	OK	 
REQUEST	1055		MisCursos	1591037129375	1591037136400	OK	 
REQUEST	937		MiCertificado	1591037132122	1591037136402	OK	 
REQUEST	1216		IniciadoOwner	1591037130370	1591037136402	OK	 
REQUEST	1128		IniciadoOwner Redirect 1	1591037130418	1591037136467	OK	 
REQUEST	1248		IniciadoOwner	1591037132749	1591037136467	OK	 
REQUEST	1034		MisCursos	1591037129280	1591037136467	OK	 
REQUEST	1054		MisCursos	1591037129719	1591037136468	OK	 
REQUEST	894		MiCertificado	1591037129878	1591037136468	OK	 
REQUEST	929		MiCertificado	1591037133837	1591037136469	OK	 
REQUEST	950		MiCertificado	1591037133837	1591037136531	OK	 
REQUEST	1243		IniciadoOwner	1591037132261	1591037136535	OK	 
REQUEST	1097		IniciadoOwner Redirect 1	1591037133947	1591037136634	OK	 
REQUEST	850		MiCertificado	1591037129333	1591037136634	OK	 
REQUEST	920		MiCertificado	1591037129949	1591037136635	OK	 
REQUEST	1125		IniciadoOwner	1591037129620	1591037136635	OK	 
REQUEST	1171		IniciadoOwner	1591037130371	1591037136635	OK	 
REQUEST	1167		IniciadoOwner	1591037130012	1591037136635	OK	 
REQUEST	1151		IniciadoOwner	1591037129466	1591037136636	OK	 
REQUEST	1143		IniciadoOwner	1591037130475	1591037136636	OK	 
REQUEST	1159		IniciadoOwner	1591037129333	1591037136741	OK	 
REQUEST	1050		MisCursos	1591037132002	1591037136741	OK	 
REQUEST	1175		IniciadoOwner	1591037129991	1591037136741	OK	 
REQUEST	948		MiCertificado	1591037130474	1591037136742	OK	 
REQUEST	978		MiCertificado	1591037133837	1591037136742	OK	 
REQUEST	943		MiCertificado	1591037130370	1591037136841	OK	 
REQUEST	988		MiCertificado	1591037133837	1591037137258	OK	 
REQUEST	997		MiCertificado	1591037133837	1591037137258	OK	 
REQUEST	1193		IniciadoOwner	1591037129991	1591037137258	OK	 
REQUEST	1199		IniciadoOwner	1591037129794	1591037137258	OK	 
REQUEST	918		MiCertificado	1591037130370	1591037137258	OK	 
REQUEST	1227		IniciadoOwner	1591037132002	1591037137258	OK	 
REQUEST	1070		MisCursos	1591037131578	1591037137258	OK	 
REQUEST	872		MiCertificado	1591037130046	1591037137258	OK	 
REQUEST	1225		IniciadoOwner	1591037130372	1591037137258	OK	 
REQUEST	985		MiCertificado	1591037133837	1591037137259	OK	 
USER	VerCertificado	876	END	1591037077680	1591037137269
USER	VerCertificado	893	END	1591037079035	1591037137291
USER	VerCertificado	908	END	1591037080244	1591037137291
REQUEST	970		MiCertificado	1591037132002	1591037137349	OK	 
REQUEST	1196		IniciadoOwner Redirect 1	1591037133118	1591037137350	OK	 
REQUEST	1011		MisCursos	1591037129193	1591037137521	OK	 
REQUEST	1109		IniciadoOwner	1591037129949	1591037137521	OK	 
REQUEST	1147		IniciadoOwner	1591037129968	1591037137522	OK	 
USER	VerCertificado	931	END	1591037081922	1591037137566
USER	VerCertificado	955	END	1591037083758	1591037137566
USER	VerCertificado	923	END	1591037081308	1591037137566
USER	VerCertificado	898	END	1591037079381	1591037137566
USER	VerCertificado	944	END	1591037082898	1591037137566
USER	VerCertificado	884	END	1591037078289	1591037137566
USER	VerCertificado	958	END	1591037083999	1591037137567
USER	VerCertificado	961	END	1591037084229	1591037137567
USER	VerCertificado	901	END	1591037079652	1591037137567
REQUEST	1209		IniciadoOwner	1591037130370	1591037137703	OK	 
REQUEST	1255		IniciadoOwner	1591037132599	1591037137704	OK	 
REQUEST	1186		IniciadoOwner	1591037130475	1591037137704	OK	 
REQUEST	1021		MiCertificado	1591037133837	1591037137705	OK	 
REQUEST	960		MiCertificado	1591037132002	1591037137715	OK	 
REQUEST	979		MiCertificado	1591037133837	1591037137715	OK	 
USER	VerCertificado	952	END	1591037083530	1591037137781
REQUEST	930		MiCertificado	1591037131167	1591037137886	OK	 
REQUEST	895		MiCertificado	1591037130006	1591037137887	OK	 
REQUEST	928		MiCertificado	1591037133837	1591037137888	OK	 
REQUEST	1081		MisCursos	1591037135037	1591037137888	OK	 
USER	VerCertificado	906	END	1591037080049	1591037137992
USER	VerCertificado	899	END	1591037079453	1591037137992
REQUEST	1191		IniciadoOwner	1591037129360	1591037138096	OK	 
REQUEST	885		MiCertificado	1591037130769	1591037138096	OK	 
REQUEST	1187		IniciadoOwner Redirect 1	1591037136334	1591037138097	OK	 
REQUEST	972		MiCertificado	1591037133837	1591037138098	OK	 
REQUEST	936		MiCertificado	1591037129216	1591037138098	OK	 
REQUEST	886		MiCertificado	1591037129360	1591037138098	OK	 
REQUEST	856		MiCertificado	1591037131450	1591037138099	OK	 
REQUEST	1218		IniciadoOwner	1591037130370	1591037138099	OK	 
REQUEST	1019		MiCertificado	1591037132122	1591037138099	OK	 
REQUEST	1182		IniciadoOwner	1591037129793	1591037138099	OK	 
REQUEST	1192		IniciadoOwner	1591037129529	1591037138315	OK	 
REQUEST	1181		IniciadoOwner	1591037129991	1591037138315	OK	 
REQUEST	1185		IniciadoOwner	1591037129878	1591037138315	OK	 
REQUEST	1202		IniciadoOwner	1591037129991	1591037138315	OK	 
REQUEST	1206		IniciadoOwner	1591037130371	1591037138315	OK	 
REQUEST	1215		IniciadoOwner	1591037130372	1591037138315	OK	 
REQUEST	1155		IniciadoOwner	1591037129719	1591037138316	OK	 
REQUEST	1124		IniciadoOwner	1591037130370	1591037138316	OK	 
REQUEST	1201		IniciadoOwner	1591037131865	1591037138316	OK	 
REQUEST	1178		IniciadoOwner	1591037130666	1591037138316	OK	 
REQUEST	1172		IniciadoOwner	1591037131310	1591037138316	OK	 
REQUEST	1033		MisCursos	1591037135225	1591037138509	OK	 
REQUEST	1044		MisCursos	1591037130013	1591037138509	OK	 
REQUEST	1183		IniciadoOwner	1591037131163	1591037138510	OK	 
REQUEST	1062		MisCursos	1591037131450	1591037138511	OK	 
REQUEST	934		MiCertificado	1591037132002	1591037138701	OK	 
REQUEST	1232		IniciadoOwner Redirect 1	1591037133959	1591037138701	OK	 
REQUEST	1015		MisCursos	1591037131725	1591037138891	OK	 
REQUEST	1017		MiCertificado	1591037133837	1591037138892	OK	 
REQUEST	1153		IniciadoOwner	1591037130371	1591037139061	OK	 
REQUEST	1173		IniciadoOwner	1591037129193	1591037139061	OK	 
REQUEST	1135		IniciadoOwner	1591037129793	1591037139061	OK	 
REQUEST	1163		IniciadoOwner	1591037130065	1591037139061	OK	 
REQUEST	1150		IniciadoOwner	1591037132002	1591037139061	OK	 
REQUEST	1127		IniciadoOwner	1591037130371	1591037139069	OK	 
REQUEST	1233		IniciadoOwner	1591037130702	1591037139277	OK	 
REQUEST	1025		MiCertificado	1591037133837	1591037139465	OK	 
REQUEST	1219		IniciadoOwner	1591037130977	1591037139465	OK	 
REQUEST	1105		IniciadoOwner	1591037130371	1591037139657	OK	 
REQUEST	1204		IniciadoOwner	1591037130977	1591037139657	OK	 
REQUEST	1179		IniciadoOwner Redirect 1	1591037133196	1591037139659	OK	 
REQUEST	998		MiCertificado	1591037136293	1591037139850	OK	 
REQUEST	927		MiCertificado	1591037131450	1591037139850	OK	 
REQUEST	1184		IniciadoOwner	1591037130770	1591037139850	OK	 
REQUEST	1224		IniciadoOwner	1591037130578	1591037139850	OK	 
REQUEST	1165		IniciadoOwner	1591037131167	1591037139851	OK	 
REQUEST	956		MiCertificado	1591037131725	1591037139852	OK	 
REQUEST	1067		MisCursos	1591037130474	1591037139853	OK	 
REQUEST	1256		IniciadoOwner	1591037132748	1591037140009	OK	 
REQUEST	1194		IniciadoOwner	1591037130666	1591037140010	OK	 
USER	VerCertificado	977	END	1591037085519	1591037140062
REQUEST	1223		IniciadoOwner	1591037130665	1591037140131	OK	 
REQUEST	1180		IniciadoOwner	1591037130372	1591037140131	OK	 
REQUEST	1212		IniciadoOwner	1591037129280	1591037140131	OK	 
REQUEST	1240		IniciadoOwner	1591037130977	1591037140131	OK	 
REQUEST	1157		IniciadoOwner	1591037130370	1591037140132	OK	 
REQUEST	909		MiCertificado	1591037131450	1591037140132	OK	 
REQUEST	971		MiCertificado	1591037133837	1591037140132	OK	 
REQUEST	1131		IniciadoOwner	1591037130578	1591037140133	OK	 
REQUEST	1239		IniciadoOwner	1591037130665	1591037140133	OK	 
REQUEST	1242		IniciadoOwner	1591037132450	1591037140133	OK	 
REQUEST	1027		MisCursos	1591037129793	1591037140134	OK	 
REQUEST	1113		IniciadoOwner Redirect 1	1591037130994	1591037140135	OK	 
REQUEST	1245		IniciadoOwner	1591037132598	1591037140256	OK	 
REQUEST	1253		IniciadoOwner	1591037132599	1591037140256	OK	 
REQUEST	942		MiCertificado	1591037131579	1591037140310	OK	 
REQUEST	1162		IniciadoOwner	1591037130977	1591037140310	OK	 
REQUEST	1164		IniciadoOwner	1591037130370	1591037140310	OK	 
REQUEST	1086		MisCursos	1591037136541	1591037140310	OK	 
USER	VerCertificado	965	END	1591037084574	1591037140321
USER	VerCertificado	951	END	1591037083461	1591037140321
REQUEST	1118		MisCursos	1591037135037	1591037140329	OK	 
REQUEST	1116		IniciadoOwner Redirect 1	1591037133108	1591037140329	OK	 
REQUEST	1252		IniciadoOwner	1591037133195	1591037140392	OK	 
REQUEST	1197		IniciadoOwner	1591037130372	1591037140393	OK	 
REQUEST	1074		MisCursos	1591037134872	1591037140394	OK	 
REQUEST	945		MiCertificado	1591037133837	1591037140396	OK	 
REQUEST	1176		IniciadoOwner	1591037132002	1591037140397	OK	 
REQUEST	1230		IniciadoOwner	1591037132122	1591037140397	OK	 
REQUEST	1143		IniciadoOwner Redirect 1	1591037136636	1591037140405	OK	 
REQUEST	1076		MisCursos	1591037131450	1591037140456	OK	 
REQUEST	1111		IniciadoOwner Redirect 1	1591037136335	1591037140458	OK	 
REQUEST	940		MiCertificado	1591037135037	1591037140458	OK	 
REQUEST	980		MiCertificado	1591037133838	1591037140505	OK	 
REQUEST	1084		MisCursos	1591037134702	1591037140545	OK	 
REQUEST	1200		IniciadoOwner	1591037130475	1591037140545	OK	 
REQUEST	1071		MisCursos	1591037136541	1591037140545	OK	 
REQUEST	974		MiCertificado	1591037135037	1591037140552	OK	 
REQUEST	1002		MiCertificado	1591037135037	1591037140553	OK	 
REQUEST	966		MiCertificado	1591037133837	1591037140678	OK	 
REQUEST	1064		MisCursos	1591037134872	1591037140678	OK	 
REQUEST	1043		MisCursos	1591037133837	1591037140679	OK	 
USER	VerCertificado	938	END	1591037082478	1591037140734
USER	VerCertificado	926	END	1591037081545	1591037140734
USER	VerCertificado	947	END	1591037083137	1591037140734
USER	VerCertificado	887	END	1591037078540	1591037140734
USER	VerCertificado	881	END	1591037078072	1591037140734
USER	VerCertificado	959	END	1591037084068	1591037140735
REQUEST	1226		IniciadoOwner	1591037131310	1591037140924	OK	 
REQUEST	914		MiCertificado	1591037133837	1591037140927	OK	 
REQUEST	1231		IniciadoOwner	1591037132002	1591037140930	OK	 
REQUEST	924		MiCertificado	1591037133837	1591037140936	OK	 
REQUEST	1247		IniciadoOwner	1591037132749	1591037140937	OK	 
REQUEST	1102		IniciadoOwner Redirect 1	1591037130420	1591037140939	OK	 
REQUEST	1195		IniciadoOwner	1591037131310	1591037140954	OK	 
REQUEST	905		MiCertificado	1591037133837	1591037140955	OK	 
REQUEST	1171		IniciadoOwner Redirect 1	1591037136635	1591037140955	OK	 
REQUEST	1202		IniciadoOwner Redirect 1	1591037138315	1591037140962	OK	 
REQUEST	1155		IniciadoOwner Redirect 1	1591037138316	1591037140969	OK	 
REQUEST	1124		IniciadoOwner Redirect 1	1591037138316	1591037140997	OK	 
REQUEST	1208		IniciadoOwner Redirect 1	1591037133960	1591037140999	OK	 
REQUEST	1093		MisCursos	1591037135226	1591037141003	OK	 
REQUEST	1269		IniciadoOwner	1591037132449	1591037141010	OK	 
USER	VerCertificado	852	END	1591037075880	1591037141086
USER	VerCertificado	964	END	1591037084465	1591037141086
USER	VerCertificado	860	END	1591037076468	1591037141086
USER	VerCertificado	910	END	1591037080362	1591037141086
USER	VerCertificado	1001	END	1591037087451	1591037141086
USER	VerCertificado	902	END	1591037079709	1591037141086
USER	VerCertificado	873	END	1591037077449	1591037141087
USER	VerCertificado	957	END	1591037083919	1591037141087
REQUEST	1261		IniciadoOwner	1591037133454	1591037141185	OK	 
REQUEST	1080		MisCursos	1591037135773	1591037141185	OK	 
REQUEST	1031		MiCertificado	1591037136924	1591037141185	OK	 
REQUEST	922		MiCertificado	1591037132122	1591037141185	OK	 
REQUEST	1235		IniciadoOwner	1591037132450	1591037141196	OK	 
REQUEST	1147		IniciadoOwner Redirect 1	1591037137522	1591037141197	OK	 
REQUEST	1047		MiCertificado	1591037136090	1591037141197	OK	 
REQUEST	1274		IniciadoOwner	1591037133195	1591037141198	OK	 
REQUEST	973		MiCertificado	1591037133837	1591037141198	OK	 
REQUEST	992		MiCertificado	1591037133837	1591037141198	OK	 
REQUEST	1142		IniciadoOwner Redirect 1	1591037130994	1591037141198	OK	 
REQUEST	1207		IniciadoOwner	1591037132002	1591037141198	OK	 
REQUEST	1052		MiCertificado	1591037135226	1591037141198	OK	 
REQUEST	969		MiCertificado	1591037133837	1591037141286	OK	 
REQUEST	890		MiCertificado	1591037131168	1591037141286	OK	 
REQUEST	1083		MisCursos	1591037133838	1591037141287	OK	 
REQUEST	1039		MisCursos	1591037133836	1591037141287	OK	 
REQUEST	982		MiCertificado	1591037135225	1591037141717	OK	 
REQUEST	1112		IniciadoOwner Redirect 1	1591037133961	1591037141741	OK	 
REQUEST	939		MiCertificado	1591037133837	1591037141742	OK	 
REQUEST	1198		IniciadoOwner	1591037132002	1591037141745	OK	 
REQUEST	1265		IniciadoOwner	1591037133837	1591037141745	OK	 
REQUEST	1188		IniciadoOwner	1591037131169	1591037141746	OK	 
REQUEST	1216		IniciadoOwner Redirect 1	1591037136402	1591037141748	OK	 
REQUEST	1014		MiCertificado	1591037133837	1591037141749	OK	 
REQUEST	1214		IniciadoOwner	1591037131310	1591037141750	OK	 
REQUEST	1189		IniciadoOwner	1591037130977	1591037141752	OK	 
REQUEST	1119		MisCursos	1591037135964	1591037141758	OK	 
REQUEST	1238		IniciadoOwner	1591037130977	1591037141758	OK	 
REQUEST	1149		IniciadoOwner	1591037129359	1591037141758	OK	 
REQUEST	892		MiCertificado	1591037131865	1591037141758	OK	 
REQUEST	916		MiCertificado	1591037134094	1591037141760	OK	 
REQUEST	1008		MiCertificado	1591037138561	1591037141766	OK	 
REQUEST	1173		IniciadoOwner Redirect 1	1591037139061	1591037141776	OK	 
REQUEST	1199		IniciadoOwner Redirect 1	1591037137258	1591037141777	OK	 
REQUEST	1094		MisCursos	1591037138560	1591037141778	OK	 
REQUEST	1163		IniciadoOwner Redirect 1	1591037139061	1591037141781	OK	 
REQUEST	1135		IniciadoOwner Redirect 1	1591037139061	1591037141783	OK	 
REQUEST	1150		IniciadoOwner Redirect 1	1591037139062	1591037141788	OK	 
REQUEST	1127		IniciadoOwner Redirect 1	1591037139069	1591037141791	OK	 
REQUEST	1037		MiCertificado	1591037139111	1591037141796	OK	 
REQUEST	1132		IniciadoOwner Redirect 1	1591037136036	1591037141810	OK	 
REQUEST	1177		IniciadoOwner	1591037130475	1591037141811	OK	 
REQUEST	981		MiCertificado	1591037135567	1591037141811	OK	 
REQUEST	1053		MiCertificado	1591037136924	1591037141812	OK	 
REQUEST	1087		MisCursos	1591037133837	1591037141812	OK	 
REQUEST	1254		IniciadoOwner	1591037133454	1591037141812	OK	 
REQUEST	1263		IniciadoOwner	1591037132449	1591037141812	OK	 
REQUEST	962		MiCertificado	1591037131450	1591037141813	OK	 
REQUEST	1028		MiCertificado	1591037135225	1591037141814	OK	 
REQUEST	1016		MiCertificado	1591037134096	1591037141815	OK	 
REQUEST	1146		MisCursos	1591037136924	1591037141829	OK	 
REQUEST	1249		IniciadoOwner	1591037132449	1591037141872	OK	 
REQUEST	1169		IniciadoOwner Redirect 1	1591037133961	1591037141903	OK	 
REQUEST	1229		IniciadoOwner	1591037132003	1591037141904	OK	 
REQUEST	1190		IniciadoOwner	1591037131170	1591037141904	OK	 
REQUEST	1152		IniciadoOwner Redirect 1	1591037133680	1591037141904	OK	 
REQUEST	1175		IniciadoOwner Redirect 1	1591037136741	1591037141905	OK	 
